Source_IP,Destination_IP,Protocol,Packet_Size
185.199.111.154,192.168.43.13,TCP,1366
192.168.43.13,185.199.111.154,TCP,54
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
192.168.43.13,185.199.111.154,TCP,54
185.199.111.154,192.168.43.13,TCP,1366
192.168.43.13,185.199.111.154,TCP,54
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
192.168.43.13,185.199.111.154,TCP,54
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
192.168.43.13,185.199.111.154,TCP,54
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
192.168.43.13,185.199.111.154,TCP,54
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
192.168.43.13,185.199.111.154,TCP,54
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
192.168.43.13,185.199.111.154,TCP,54
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
192.168.43.13,185.199.111.154,TCP,54
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
192.168.43.13,185.199.111.154,TCP,54
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
192.168.43.13,185.199.111.154,TCP,54
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
192.168.43.13,185.199.111.154,TCP,54
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
20.207.73.82,192.168.43.13,TCP,1366
20.207.73.82,192.168.43.13,TCP,1366
192.168.43.13,185.199.111.154,TCP,54
192.168.43.13,20.207.73.82,TCP,54
20.207.73.82,192.168.43.13,TCP,1366
20.207.73.82,192.168.43.13,TCP,493
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
192.168.43.13,20.207.73.82,TCP,54
192.168.43.13,185.199.111.154,TCP,54
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
192.168.43.13,185.199.111.154,TCP,54
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
192.168.43.13,185.199.111.154,TCP,54
185.199.111.154,192.168.43.13,TCP,1366
192.168.43.13,185.199.111.154,TCP,54
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
192.168.43.13,185.199.111.154,TCP,54
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
192.168.43.13,185.199.111.154,TCP,54
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
192.168.43.13,185.199.111.154,TCP,54
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
192.168.43.13,185.199.111.154,TCP,54
185.199.111.154,192.168.43.13,TCP,1366
192.168.43.13,185.199.111.154,TCP,54
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
192.168.43.13,185.199.111.154,TCP,54
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
192.168.43.13,185.199.111.154,TCP,54
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
192.168.43.13,185.199.111.154,TCP,54
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
192.168.43.13,185.199.111.154,TCP,54
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
192.168.43.13,185.199.111.154,TCP,54
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
192.168.43.13,185.199.111.154,TCP,54
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
192.168.43.13,185.199.111.154,TCP,54
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
192.168.43.13,185.199.111.154,TCP,54
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
192.168.43.13,185.199.111.154,TCP,54
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
192.168.43.13,185.199.111.154,TCP,54
185.199.111.154,192.168.43.13,TCP,1366
192.168.43.13,185.199.111.154,TCP,54
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
192.168.43.13,185.199.111.154,TCP,54
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
192.168.43.13,185.199.111.154,TCP,54
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
192.168.43.13,185.199.111.154,TCP,54
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
192.168.43.13,185.199.111.154,TCP,54
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
192.168.43.13,185.199.111.154,TCP,54
185.199.111.154,192.168.43.13,TCP,1366
192.168.43.13,185.199.111.154,TCP,54
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
192.168.43.13,185.199.111.154,TCP,54
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
192.168.43.13,185.199.111.154,TCP,54
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
192.168.43.13,185.199.111.154,TCP,54
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
192.168.43.13,185.199.111.154,TCP,54
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
192.168.43.13,185.199.111.154,TCP,54
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
192.168.43.13,185.199.111.154,TCP,54
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
192.168.43.13,185.199.111.154,TCP,54
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
192.168.43.13,185.199.111.154,TCP,54
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
192.168.43.13,185.199.111.154,TCP,54
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
192.168.43.13,185.199.111.154,TCP,54
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
192.168.43.13,185.199.111.154,TCP,54
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
192.168.43.13,185.199.111.154,TCP,54
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
192.168.43.13,185.199.111.154,TCP,54
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
192.168.43.13,185.199.111.154,TCP,54
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
192.168.43.13,185.199.111.154,TCP,54
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
192.168.43.13,185.199.111.154,TCP,54
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
192.168.43.13,185.199.111.154,TCP,54
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
192.168.43.13,185.199.111.154,TCP,54
185.199.111.154,192.168.43.13,TCP,1366
192.168.43.13,185.199.111.154,TCP,54
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
192.168.43.13,185.199.111.154,TCP,54
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
192.168.43.13,185.199.111.154,TCP,54
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
192.168.43.13,185.199.111.154,TCP,54
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
192.168.43.13,185.199.111.154,TCP,54
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
192.168.43.13,185.199.111.154,TCP,54
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
192.168.43.13,185.199.111.154,TCP,54
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
192.168.43.13,185.199.111.154,TCP,54
185.199.111.154,192.168.43.13,TCP,1366
192.168.43.13,185.199.111.154,TCP,54
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
192.168.43.13,185.199.111.154,TCP,54
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
192.168.43.13,185.199.111.154,TCP,54
185.199.111.154,192.168.43.13,TCP,1366
192.168.43.13,185.199.111.154,TCP,54
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
192.168.43.13,185.199.111.154,TCP,54
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
192.168.43.13,185.199.111.154,TCP,54
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
192.168.43.13,185.199.111.154,TCP,54
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
192.168.43.13,185.199.111.154,TCP,54
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
192.168.43.13,185.199.111.154,TCP,54
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
192.168.43.13,185.199.111.154,TCP,54
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
192.168.43.13,185.199.111.154,TCP,54
185.199.111.154,192.168.43.13,TCP,1366
192.168.43.13,185.199.111.154,TCP,54
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
192.168.43.13,185.199.111.154,TCP,54
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
192.168.43.13,185.199.111.154,TCP,54
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
192.168.43.13,185.199.111.154,TCP,54
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
192.168.43.13,185.199.111.154,TCP,54
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
192.168.43.13,185.199.111.154,TCP,54
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
192.168.43.13,185.199.111.154,TCP,54
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
192.168.43.13,185.199.111.154,TCP,54
185.199.111.154,192.168.43.13,TCP,1366
192.168.43.13,185.199.111.154,TCP,54
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
192.168.43.13,185.199.111.154,TCP,54
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
192.168.43.13,185.199.111.154,TCP,54
185.199.111.154,192.168.43.13,TCP,1366
192.168.43.13,185.199.111.154,TCP,54
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
192.168.43.13,185.199.111.154,TCP,54
185.199.111.154,192.168.43.13,TCP,1366
192.168.43.13,185.199.111.154,TCP,54
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
192.168.43.13,185.199.111.154,TCP,54
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
192.168.43.13,185.199.111.154,TCP,54
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
192.168.43.13,185.199.111.154,TCP,54
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
192.168.43.13,185.199.111.154,TCP,54
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
192.168.43.13,185.199.111.154,TCP,54
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
192.168.43.13,185.199.111.154,TCP,54
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
192.168.43.13,185.199.111.154,TCP,54
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
192.168.43.13,185.199.111.154,TCP,54
185.199.111.154,192.168.43.13,TCP,1366
192.168.43.13,185.199.111.154,TCP,54
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
192.168.43.13,185.199.111.154,TCP,54
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
192.168.43.13,185.199.111.154,TCP,54
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
192.168.43.13,185.199.111.154,TCP,54
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
192.168.43.13,185.199.111.154,TCP,54
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
192.168.43.13,185.199.111.154,TCP,54
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
192.168.43.13,185.199.111.154,TCP,54
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
192.168.43.13,185.199.111.154,TCP,54
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
192.168.43.13,185.199.111.154,TCP,54
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
192.168.43.13,185.199.111.154,TCP,54
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
192.168.43.13,185.199.111.154,TCP,54
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
192.168.43.13,185.199.111.154,TCP,54
185.199.111.154,192.168.43.13,TCP,1366
192.168.43.13,185.199.111.154,TCP,54
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
192.168.43.13,185.199.111.154,TCP,54
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
192.168.43.13,185.199.111.154,TCP,54
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
192.168.43.13,185.199.111.154,TCP,54
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
192.168.43.13,185.199.111.154,TCP,54
185.199.111.154,192.168.43.13,TCP,1366
192.168.43.13,185.199.111.154,TCP,54
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
192.168.43.13,185.199.111.154,TCP,54
185.199.111.154,192.168.43.13,TCP,1366
192.168.43.13,185.199.111.154,TCP,54
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
192.168.43.13,185.199.111.154,TCP,54
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
192.168.43.13,185.199.111.154,TCP,54
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
192.168.43.13,185.199.111.154,TCP,54
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
192.168.43.13,185.199.111.154,TCP,54
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,1366
185.199.111.154,192.168.43.13,TCP,229
192.168.43.13,185.199.111.154,TCP,54
20.207.73.82,192.168.43.13,TCP,1366
20.207.73.82,192.168.43.13,TCP,1366
192.168.43.13,20.207.73.82,TCP,54
20.207.73.82,192.168.43.13,TCP,1366
20.207.73.82,192.168.43.13,TCP,1366
192.168.43.13,20.207.73.82,TCP,54
20.207.73.82,192.168.43.13,TCP,1366
20.207.73.82,192.168.43.13,TCP,1366
20.207.73.82,192.168.43.13,TCP,1366
192.168.43.13,20.207.73.82,TCP,54
20.207.73.82,192.168.43.13,TCP,1366
20.207.73.82,192.168.43.13,TCP,1366
192.168.43.13,20.207.73.82,TCP,54
20.207.73.82,192.168.43.13,TCP,1366
20.207.73.82,192.168.43.13,TCP,1366
192.168.43.13,20.207.73.82,TCP,54
20.207.73.82,192.168.43.13,TCP,1366
20.207.73.82,192.168.43.13,TCP,1366
192.168.43.13,20.207.73.82,TCP,54
20.207.73.82,192.168.43.13,TCP,1366
20.207.73.82,192.168.43.13,TCP,1366
192.168.43.13,20.207.73.82,TCP,54
20.207.73.82,192.168.43.13,TCP,1366
20.207.73.82,192.168.43.13,TCP,1366
20.207.73.82,192.168.43.13,TCP,1366
20.207.73.82,192.168.43.13,TCP,1366
20.207.73.82,192.168.43.13,TCP,1366
20.207.73.82,192.168.43.13,TCP,1366
20.207.73.82,192.168.43.13,TCP,1021
140.82.112.25,192.168.43.13,TCP,66
20.207.73.82,192.168.43.13,TCP,1366
20.207.73.82,192.168.43.13,TCP,1366
20.207.73.82,192.168.43.13,TCP,1366
20.207.73.82,192.168.43.13,TCP,1366
20.207.73.82,192.168.43.13,TCP,1366
192.168.43.13,20.207.73.82,TCP,54
192.168.43.13,140.82.112.25,TCP,54
192.168.43.13,140.82.112.25,TCP,1386
192.168.43.13,140.82.112.25,TCP,468
20.207.73.82,192.168.43.13,TCP,1366
20.207.73.82,192.168.43.13,TCP,1366
192.168.43.13,20.207.73.82,TCP,54
20.207.73.82,192.168.43.13,TCP,1366
20.207.73.82,192.168.43.13,TCP,1366
20.207.73.82,192.168.43.13,TCP,850
192.168.43.13,20.207.73.82,TCP,54
192.168.43.13,140.82.112.21,TCP,66
140.82.112.25,192.168.43.13,TCP,54
140.82.112.25,192.168.43.13,TCP,1366
140.82.112.25,192.168.43.13,TCP,1366
140.82.112.25,192.168.43.13,TCP,926
192.168.43.13,140.82.112.25,TCP,54
192.168.43.13,140.82.112.25,TCP,118
192.168.43.13,140.82.112.25,TCP,1143
192.168.43.13,140.82.112.21,TCP,66
192.168.43.13,20.207.73.85,TCP,66
192.168.43.13,140.82.112.21,TCP,66
20.207.73.85,192.168.43.13,TCP,66
192.168.43.13,20.207.73.85,TCP,54
192.168.43.13,20.207.73.85,TCP,1386
192.168.43.13,20.207.73.85,TCP,510
140.82.112.21,192.168.43.13,TCP,66
192.168.43.13,140.82.112.21,TCP,54
192.168.43.13,140.82.112.21,TCP,1386
192.168.43.13,140.82.112.21,TCP,516
20.207.73.85,192.168.43.13,TCP,54
20.207.73.85,192.168.43.13,TCP,1366
20.207.73.85,192.168.43.13,TCP,1366
20.207.73.85,192.168.43.13,TCP,920
192.168.43.13,20.207.73.85,TCP,54
192.168.43.13,20.207.73.85,TCP,118
192.168.43.13,20.207.73.85,TCP,146
192.168.43.13,20.207.73.85,TCP,744
192.168.43.13,20.207.73.85,TCP,1386
192.168.43.13,20.207.73.85,TCP,559
140.82.112.25,192.168.43.13,TCP,133
140.82.112.25,192.168.43.13,TCP,133
140.82.112.25,192.168.43.13,TCP,615
192.168.43.13,140.82.112.25,TCP,54
192.168.43.13,140.82.112.25,TCP,243
20.207.73.85,192.168.43.13,TCP,54
20.207.73.85,192.168.43.13,TCP,133
20.207.73.85,192.168.43.13,TCP,133
20.207.73.85,192.168.43.13,TCP,144
192.168.43.13,20.207.73.85,TCP,54
192.168.43.13,20.207.73.85,TCP,85
140.82.112.21,192.168.43.13,TCP,66
192.168.43.13,140.82.112.21,TCP,54
192.168.43.13,140.82.112.21,TCP,1386
192.168.43.13,140.82.112.21,TCP,452
20.207.73.85,192.168.43.13,TCP,54
140.82.112.21,192.168.43.13,TCP,66
192.168.43.13,140.82.112.21,TCP,54
192.168.43.13,140.82.112.21,TCP,1386
192.168.43.13,140.82.112.21,TCP,484
20.207.73.85,192.168.43.13,TCP,1024
140.82.112.21,192.168.43.13,TCP,54
140.82.112.21,192.168.43.13,TCP,1366
140.82.112.21,192.168.43.13,TCP,1366
140.82.112.21,192.168.43.13,TCP,1366
140.82.112.21,192.168.43.13,TCP,180
192.168.43.13,140.82.112.21,TCP,54
192.168.43.13,140.82.112.21,TCP,118
192.168.43.13,140.82.112.21,TCP,146
192.168.43.13,140.82.112.21,TCP,54
192.168.43.13,140.82.112.21,TCP,743
192.168.43.13,140.82.112.21,TCP,132
192.168.43.13,140.82.112.21,TCP,917
192.168.43.13,140.82.112.21,TCP,1386
192.168.43.13,140.82.112.21,TCP,1386
192.168.43.13,140.82.112.21,TCP,1211
192.168.43.13,20.207.73.85,TCP,54
140.82.112.25,192.168.43.13,TCP,127
140.82.112.21,192.168.43.13,TCP,54
140.82.112.21,192.168.43.13,TCP,1366
192.168.43.13,140.82.112.21,TCP,54
140.82.112.21,192.168.43.13,TCP,1366
140.82.112.21,192.168.43.13,TCP,1366
140.82.112.21,192.168.43.13,TCP,180
192.168.43.13,140.82.112.25,TCP,54
140.82.112.21,192.168.43.13,TCP,54
140.82.112.21,192.168.43.13,TCP,1366
140.82.112.21,192.168.43.13,TCP,1366
140.82.112.21,192.168.43.13,TCP,1366
192.168.43.13,140.82.112.21,TCP,54
140.82.112.21,192.168.43.13,TCP,180
192.168.43.13,140.82.112.21,TCP,54
192.168.43.13,140.82.112.21,TCP,118
140.82.112.21,192.168.43.13,TCP,54
140.82.112.21,192.168.43.13,TCP,54
140.82.112.21,192.168.43.13,TCP,133
140.82.112.21,192.168.43.13,TCP,133
140.82.112.21,192.168.43.13,TCP,144
192.168.43.13,140.82.112.21,TCP,54
192.168.43.13,140.82.112.21,TCP,85
140.82.112.21,192.168.43.13,TCP,533
140.82.112.21,192.168.43.13,TCP,54
140.82.112.21,192.168.43.13,TCP,102
192.168.43.13,140.82.112.21,TCP,54
140.82.112.21,192.168.43.13,TCP,532
192.168.43.13,140.82.112.21,TCP,54
140.82.112.21,192.168.43.13,TCP,133
140.82.112.21,192.168.43.13,TCP,133
192.168.43.13,140.82.112.21,TCP,54
140.82.112.21,192.168.43.13,TCP,54
20.42.73.26,192.168.43.13,TCP,54
20.207.73.82,192.168.43.13,TCP,78
20.207.73.82,192.168.43.13,TCP,54
20.207.73.82,192.168.43.13,TCP,54
192.168.43.13,20.207.73.82,TCP,54
162.159.133.234,192.168.43.13,TCP,108
192.168.43.13,162.159.133.234,TCP,54
162.159.133.234,192.168.43.13,TCP,108
192.168.43.13,162.159.133.234,TCP,66
192.168.43.13,204.79.197.203,TCP,54
